Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
24.00,3816.167,872.70,-88.09524,74.66, -,9.334889
24.05,3806.927,873.00,-88.09524,74.66, -,9.334889
24.10,3813.087,872.80,-82.2381,74.66, -,9.334889
24.15,3816.167,872.70,-79.28571,74.66, -,9.334889
24.20,3828.493,872.30,-58.71429,74.66, -,9.334889
24.25,3840.822,871.90,-29.33333,74.66, -,9.334889
24.30,3840.822,871.90,-20.52381,74.66, -,9.334889
24.35,3828.493,872.30,-17.61905,74.66, -,9.334889
24.40,3816.167,872.70,-20.57143,74.66, -,9.334889
24.45,3797.688,873.30,-32.33333,74.66, -,9.334889
24.50,3766.912,874.30,-58.71429,74.66, -,9.334889
24.55,3751.534,874.80,-76.33334,74.66, -,9.354337
24.60,3742.312,875.10,-79.2381,74.66, -,9.354337
24.65,3745.385,875.00,-61.66667,74.66, -,9.354337
24.70,3748.459,874.90,-44.09524,74.66, -,9.354337
24.75,3745.385,875.00,-44.04762,74.66, -,9.354337
24.80,3733.09,875.40,-58.71429,74.66, -,9.354337
24.85,3723.872,875.70,-76.28571,74.66, -,9.354337
24.90,3714.657,876.00,-96.7619,74.66, -,9.354337
24.95,3705.445,876.30,-111.381,74.66, -,9.354337
25.00,3696.235,876.60,-126,74.66, -,9.354337
25.05,3687.025,876.90,-123,74.66, -,9.354337
25.10,3677.821,877.20,-122.9524,74.66, -,9.354337
25.15,3674.753,877.30,-131.7143,74.66, -,9.354337
25.20,3668.618,877.50,-140.5238,74.66, -,9.354337
25.25,3662.484,877.70,-158.1429,74.66, -,9.354337
25.30,3659.418,877.80,-172.8095,74.66, -,9.354337
25.35,3653.286,878.00,-178.6667,74.66, -,9.354337
25.40,3647.155,878.20,-172.7619,74.66, -,9.354337
25.45,3644.091,878.30,-163.9048,74.66, -,9.354337
25.50,3644.091,878.30,-146.2857,74.66, -,9.334889
25.55,3647.155,878.20,-114.0476,74.66, -,9.334889
25.60,3656.351,877.90,-90.61905,74.66, -,9.334889
25.65,3659.418,877.80,-78.95238,74.66, -,9.334889
25.70,3668.618,877.50,-73.09524,74.66, -,9.334889
25.75,3668.618,877.50,-76,74.66, -,9.334889
25.80,3659.418,877.80,-81.85714,74.66, -,9.334889
25.85,3647.155,878.20,-81.80952,74.66, -,9.334889
25.90,3634.897,878.60,-84.71429,74.66, -,9.334889
25.95,3622.643,879.00,-87.61905,74.66, -,9.334889
26.00,3622.643,879.00,-78.85714,74.66, -,9.334889
26.05,3619.581,879.10,-73,74.66, -,9.334889
26.10,3616.517,879.20,-67.14286,74.66, -,9.334889
26.15,3607.332,879.50,-67.14286,74.66, -,9.334889
26.20,3601.209,879.70,-70.04762,74.66, -,9.334889
26.25,3585.908,880.20,-78.7619,74.66, -,9.334889
26.30,3570.614,880.70,-87.47619,74.66, -,9.334889
26.35,3570.614,880.70,-84.57143,74.66, -,9.334889
26.40,3567.557,880.80,-81.61905,74.66, -,9.334889
26.45,3564.498,880.90,-78.66666,74.66, -,9.334889
26.50,3564.498,880.90,-75.7619,74.66, -,9.334889
26.55,3564.498,880.90,-75.7619,74.66, -,9.334889
26.60,3564.498,880.90,-78.66666,74.66, -,9.334889
26.65,3564.498,880.90,-87.42857,74.66, -,9.334889
26.70,3564.498,880.90,-90.33334,74.66, -,9.334889
26.75,3564.498,880.90,-99.09524,74.66, -,9.334889
26.80,3555.327,881.20,-107.8095,74.66, -,9.334889
26.85,3552.271,881.30,-101.9524,74.66, -,9.334889
26.90,3558.385,881.10,-84.47619,74.66, -,9.334889
26.95,3558.385,881.10,-72.80952,74.66, -,9.334889
27.00,3558.385,881.10,-61.14286,74.66, -,9.334889
27.05,3552.271,881.30,-66.95238,74.66, -,9.334889
27.10,3546.159,881.50,-69.85714,74.66, -,9.334889
27.15,3546.159,881.50,-66.95238,74.66, -,9.334889
27.20,3546.159,881.50,-58.19048,74.66, -,9.334889
27.25,3543.104,881.60,-55.28571,74.66, -,9.334889
27.30,3546.159,881.50,-37.80952,74.66, -,9.334889
27.35,3549.214,881.40,-20.33333,74.66, -,9.334889
27.40,3549.214,881.40,-20.33333,74.66, -,9.334889
27.45,3533.937,881.90,-32,74.66, -,9.334889
27.50,3521.721,882.30,-40.71429,74.66, -,9.334889
27.55,3521.721,882.30,-40.71429,74.66, -,9.334889
27.60,3515.614,882.50,-46.52381,74.66, -,9.334889
27.65,3497.302,883.10,-63.95238,74.66, -,9.334889
27.70,3482.048,883.60,-78.47619,74.66, -,9.334889
27.75,3482.048,883.60,-78.47619,74.66, -,9.334889
27.80,3466.802,884.10,-93,74.66, -,9.334889
27.85,3457.656,884.40,-93,74.66, -,9.334889
27.90,3454.609,884.50,-93,74.66, -,9.334889
27.95,3451.563,884.60,-101.7143,74.66, -,9.334889
28.00,3442.421,884.90,-110.4286,74.66, -,9.334889
28.05,3433.283,885.20,-119.1429,74.66, -,9.334889
28.10,3433.283,885.20,-113.3333,74.66, -,9.334889
28.15,3424.148,885.50,-116.2381,74.66, -,9.334889
28.20,3421.104,885.60,-119.1429,74.66, -,9.334889
28.25,3421.104,885.60,-119.1429,74.66, -,9.334889
28.30,3415.016,885.80,-122.0476,74.66, -,9.334889
28.35,3408.928,886.00,-130.7619,74.66, -,9.334889
28.40,3415.016,885.80,-127.8571,74.66, -,9.334889
28.45,3418.059,885.70,-124.9524,74.66, -,9.334889
28.50,3427.192,885.40,-101.6667,74.66, -,9.334889
28.55,3427.192,885.40,-90.04762,74.48, -,9.334889
28.60,3421.104,885.60,-95.85714,74.48, -,9.334889
28.65,3424.148,885.50,-87.14286,74.48, -,9.334889
28.70,3424.148,885.50,-69.71429,74.48, -,9.334889
28.75,3415.016,885.80,-63.90476,74.48, -,9.334889
28.80,3402.842,886.20,-75.47619,74.48, -,9.334889
28.85,3387.632,886.70,-75.42857,74.48, -,9.334889
28.90,3375.47,887.10,-78.28571,74.48, -,9.334889
28.95,3363.311,887.50,-86.95238,74.48, -,9.334889
29.00,3360.272,887.60,-86.95238,74.48, -,9.334889
29.05,3360.272,887.60,-78.2381,74.48, -,9.334889
29.10,3354.195,887.80,-75.33334,74.48, -,9.334889
29.15,3342.043,888.20,-86.90476,74.48, -,9.334889
29.20,3342.043,888.20,-78.19048,74.48, -,9.334889
29.25,3342.043,888.20,-75.28571,74.48, -,9.334889
29.30,3342.043,888.20,-75.28571,74.48, -,9.334889
29.35,3332.933,888.50,-78.14286,74.48, -,9.334889
29.40,3342.043,888.20,-63.66667,74.48, -,9.334889
29.45,3357.232,887.70,-55,74.48, -,9.334889
29.50,3351.156,887.90,-63.71429,74.48, -,9.334889
29.55,3348.118,888.00,-75.33334,74.48, -,9.334889
29.60,3335.969,888.40,-86.90476,74.48, -,9.334889
29.65,3335.969,888.40,-81.09524,74.48, -,9.334889
29.70,3326.861,888.70,-92.66666,74.48, -,9.334889
29.75,3317.755,889.00,-101.3333,74.48, -,9.334889
29.80,3311.685,889.20,-98.38095,74.48, -,9.334889
29.85,3305.616,889.40,-92.57143,74.48, -,9.334889
29.90,3290.451,889.90,-92.52381,74.48, -,9.334889
29.95,3284.388,890.10,-86.71429,74.48, -,9.334889
30.00,3281.355,890.20,-78.04762,74.48, -,9.334889
30.05,3287.419,890.00,-69.38095,74.48, -,9.334889
30.10,3290.451,889.90,-66.47619,74.48, -,9.334889
30.15,3293.484,889.80,-57.76191,74.48, -,9.334889
30.20,3290.451,889.90,-49.09524,74.48, -,9.334889
30.25,3278.324,890.30,-60.66667,74.48, -,9.334889
30.30,3272.261,890.50,-66.42857,74.48, -,9.334889
30.35,3272.261,890.50,-66.42857,74.48, -,9.334889
30.40,3269.231,890.60,-60.66667,74.48, -,9.334889
30.45,3257.111,891.00,-80.85714,74.48, -,9.334889
30.50,3248.024,891.30,-104,74.48, -,9.334889
30.55,3238.94,891.60,-106.8571,74.48, -,9.334889
30.60,3217.751,892.30,-124.1429,74.48, -,9.334889
30.65,3208.676,892.60,-121.2381,74.48, -,9.334889
30.70,3205.649,892.70,-124.1429,74.48, -,9.334889
30.75,3205.649,892.70,-115.4762,74.48, -,9.334889
30.80,3205.649,892.70,-106.8095,74.48, -,9.334889
30.85,3208.676,892.60,-98.14286,74.48, -,9.334889
30.90,3211.7,892.50,-89.52381,74.48, -,9.334889
30.95,3211.7,892.50,-75.09524,74.48, -,9.334889
31.00,3217.751,892.30,-63.57143,74.48, -,9.334889
31.05,3217.751,892.30,-60.66667,74.48, -,9.334889
31.10,3208.676,892.60,-75.09524,74.48, -,9.334889
31.15,3208.676,892.60,-78,74.48, -,9.334889
31.20,3208.676,892.60,-80.90476,74.48, -,9.334889
31.25,3193.554,893.10,-92.38095,74.48, -,9.334889
31.30,3187.507,893.30,-86.57143,74.48, -,9.334889
31.35,3184.482,893.40,-83.66666,74.48, -,9.334889
31.40,3184.482,893.40,-83.66666,74.48, -,9.334889
31.45,3190.529,893.20,-75,74.48, -,9.334889
31.50,3190.529,893.20,-63.47619,74.48, -,9.334889
31.55,3184.482,893.40,-60.57143,74.48, -,9.334889
31.60,3172.394,893.80,-63.42857,74.48, -,9.334889
31.65,3166.351,894.00,-49,74.48, -,9.334889
31.70,3148.229,894.60,-57.57143,74.48, -,9.334889
31.75,3136.153,895.00,-66.19048,74.48, -,9.334889
31.80,3130.116,895.20,-71.95238,74.48, -,9.334889
31.85,3121.063,895.50,-80.57143,74.48, -,9.334889
31.90,3118.047,895.60,-86.33334,74.48, -,9.334889
31.95,3112.014,895.80,-94.95238,74.48, -,9.334889
32.00,3102.967,896.10,-103.5714,74.48, -,9.334889
32.05,3096.936,896.30,-115.0952,74.48, -,9.334889
32.10,3096.936,896.30,-115.0952,74.48, -,9.334889
32.15,3093.92,896.40,-109.2857,74.48, -,9.334889
32.20,3081.865,896.80,-120.7619,74.48, -,9.334889
32.25,3069.812,897.20,-132.2381,74.48, -,9.334889
32.30,3063.787,897.40,-123.5714,74.48, -,9.334889
32.35,3063.787,897.40,-117.8095,74.48, -,9.334889
32.40,3066.8,897.30,-112.0952,74.48, -,9.334889
32.45,3072.825,897.10,-106.3333,74.48, -,9.334889
32.50,3084.877,896.70,-100.619,74.48, -,9.334889
32.55,3090.906,896.50,-94.85714,74.3, -,9.354337
32.60,3090.906,896.50,-89.09524,74.3, -,9.354337
32.65,3093.92,896.40,-74.71429,74.3, -,9.354337
32.70,3093.92,896.40,-68.95238,74.3, -,9.354337
32.75,3084.877,896.70,-60.33333,74.3, -,9.354337
32.80,3069.812,897.20,-63.14286,74.3, -,9.354337
32.85,3066.8,897.30,-60.23809,74.3, -,9.354337
32.90,3057.765,897.60,-60.23809,74.3, -,9.354337
32.95,3051.742,897.80,-63.09524,74.3, -,9.354337
33.00,3048.73,897.90,-60.19048,74.3, -,9.354337
33.05,3045.721,898.00,-54.42857,74.3, -,9.354337
33.10,3042.711,898.10,-51.52381,74.3, -,9.354337
33.15,3039.7,898.20,-54.38095,74.3, -,9.354337
33.20,3033.681,898.40,-57.23809,74.3, -,9.354337
33.25,3027.665,898.60,-51.47619,74.3, -,9.354337
33.30,3027.665,898.60,-40,74.3, -,9.354337
33.35,3027.665,898.60,-34.28571,74.3, -,9.354337
33.40,3021.647,898.80,-40,74.3, -,9.354337
33.45,3015.631,899.00,-48.57143,74.3, -,9.354337
33.50,3015.631,899.00,-54.33333,74.3, -,9.334889
33.55,3021.647,898.80,-60.09524,74.3, -,9.334889
33.60,3012.625,899.10,-74.42857,74.3, -,9.334889
33.65,3003.602,899.40,-83,74.3, -,9.334889
33.70,2997.591,899.60,-91.57143,74.3, -,9.334889
33.75,2994.584,899.70,-94.42857,74.3, -,9.334889
33.80,2985.569,900.00,-94.38095,74.3, -,9.334889
33.85,2979.559,900.20,-85.7619,74.3, -,9.334889
33.90,2967.545,900.60,-94.33334,74.3, -,9.334889
33.95,2949.529,901.20,-102.8571,74.3, -,9.334889
34.00,2937.526,901.60,-108.5714,74.3, -,9.334889
34.05,2922.526,902.10,-120,74.3, -,9.334889
34.10,2916.528,902.30,-122.8571,74.3, -,9.334889
34.15,2913.528,902.40,-122.8571,74.3, -,9.334889
34.20,2910.531,902.50,-122.8571,74.3, -,9.334889
34.25,2901.538,902.80,-125.7143,74.3, -,9.334889
34.30,2895.543,903.00,-125.7143,74.3, -,9.334889
34.35,2895.543,903.00,-125.7143,74.3, -,9.334889
34.40,2907.533,902.60,-114.2857,74.3, -,9.334889
34.45,2919.526,902.20,-97.14286,74.3, -,9.334889
34.50,2928.524,901.90,-82.85714,74.3, -,9.334889
34.55,2925.525,902.00,-85.71429,74.3, -,9.334889
34.60,2919.526,902.20,-97.14286,74.3, -,9.334889
34.65,2898.54,902.90,-108.5714,74.3, -,9.334889
34.70,2889.55,903.20,-108.5714,74.3, -,9.334889
34.75,2877.568,903.60,-114.2857,74.3, -,9.334889
34.80,2871.578,903.80,-117.1429,74.3, -,9.334889
34.85,2862.595,904.10,-117.1429,74.3, -,9.334889
34.90,2856.608,904.30,-117.1429,74.3, -,9.334889
34.95,2847.629,904.60,-114.2857,74.3, -,9.334889
35.00,2838.652,904.90,-105.7143,74.3, -,9.334889
35.05,2835.661,905.00,-97.14286,74.3, -,9.334889
35.10,2835.661,905.00,-82.85714,74.3, -,9.334889
35.15,2835.661,905.00,-77.14286,74.3, -,9.334889
35.20,2838.652,904.90,-71.42857,74.3, -,9.334889
35.25,2841.645,904.80,-65.71429,74.3, -,9.334889
35.30,2844.636,904.70,-54.28571,74.3, -,9.334889
35.35,2850.621,904.50,-42.85714,74.3, -,9.334889
35.40,2850.621,904.50,-42.85714,74.3, -,9.334889
35.45,2853.614,904.40,-51.42857,74.3, -,9.334889
35.50,2847.629,904.60,-68.57143,74.3, -,9.354337
35.55,2841.645,904.80,-82.85714,74.3, -,9.354337
35.60,2841.645,904.80,-80,74.3, -,9.354337
35.65,2841.645,904.80,-74.28571,74.3, -,9.354337
35.70,2838.652,904.90,-57.14286,74.3, -,9.354337
35.75,2838.652,904.90,-48.57143,74.3, -,9.354337
35.80,2838.652,904.90,-37.14286,74.3, -,9.354337
35.85,2832.67,905.10,-37.14286,74.3, -,9.354337
35.90,2808.748,905.90,-51.33333,74.3, -,9.354337
35.95,2778.871,906.90,-74.09524,74.3, -,9.354337
36.00,2769.913,907.20,-74.04762,74.3, -,9.354337
36.05,2766.928,907.30,-68.33334,74.3, -,9.354337
36.10,2766.928,907.30,-65.47619,74.3, -,9.354337
36.15,2763.942,907.40,-68.33334,74.3, -,9.354337
36.20,2766.928,907.30,-65.47619,74.3, -,9.354337
36.25,2769.913,907.20,-65.47619,74.3, -,9.354337
36.30,2769.913,907.20,-68.33334,74.3, -,9.354337
36.35,2769.913,907.20,-71.19048,74.3, -,9.354337
36.40,2760.958,907.50,-85.42857,74.3, -,9.354337
36.45,2752.005,907.80,-93.95238,74.3, -,9.354337
36.50,2740.071,908.20,-108.1905,74.3, -,9.354337
36.55,2731.124,908.50,-111,74.3, -,9.334889
36.60,2734.105,908.40,-102.4286,74.3, -,9.334889
36.65,2728.143,908.60,-108.0952,74.3, -,9.334889
36.70,2725.16,908.70,-110.9524,74.3, -,9.334889
36.75,2725.16,908.70,-108.0952,74.3, -,9.334889
36.80,2725.16,908.70,-108.0952,74.3, -,9.334889
36.85,2728.143,908.60,-105.2381,74.3, -,9.334889
36.90,2725.16,908.70,-102.381,74.3, -,9.334889
36.95,2719.197,908.90,-85.28571,74.3, -,9.334889
37.00,2704.295,909.40,-71,74.3, -,9.334889
37.05,2683.445,910.10,-82.33334,74.3, -,9.334889
37.10,2671.535,910.50,-90.80952,74.3, -,9.334889
37.15,2671.535,910.50,-90.80952,74.3, -,9.334889
37.20,2674.511,910.40,-85.09524,74.3, -,9.334889
37.25,2674.511,910.40,-87.95238,74.3, -,9.334889
37.30,2677.489,910.30,-87.95238,74.3, -,9.334889
37.35,2674.511,910.40,-90.80952,74.3, -,9.334889
37.40,2668.559,910.60,-96.47619,74.3, -,9.334889
37.45,2662.606,910.80,-93.61905,74.3, -,9.334889
37.50,2653.679,911.10,-93.61905,74.12, -,9.334889
37.55,2653.679,911.10,-82.2381,74.12, -,9.334889
37.60,2665.581,910.70,-62.38095,74.12, -,9.334889
37.65,2668.559,910.60,-62.38095,74.12, -,9.334889
37.70,2659.629,910.90,-65.2381,74.12, -,9.334889
37.75,2659.629,910.90,-62.38095,74.12, -,9.334889
37.80,2659.629,910.90,-62.38095,74.12, -,9.334889
37.85,2653.679,911.10,-68.04762,74.12, -,9.334889
37.90,2644.753,911.40,-79.42857,74.12, -,9.334889
37.95,2641.78,911.50,-79.38095,74.12, -,9.334889
38.00,2635.832,911.70,-79.38095,74.12, -,9.334889
38.05,2623.94,912.10,-76.52381,74.12, -,9.334889
38.10,2612.052,912.50,-68,74.12, -,9.334889
38.15,2606.108,912.70,-62.33333,74.12, -,9.334889
38.20,2600.167,912.90,-68,74.12, -,9.334889
38.25,2603.138,912.80,-68.04762,74.12, -,9.334889
38.30,2600.167,912.90,-70.85714,74.12, -,9.334889
38.35,2594.228,913.10,-79.38095,74.12, -,9.334889
38.40,2594.228,913.10,-76.52381,74.12, -,9.334889
38.45,2591.257,913.20,-73.66666,74.12, -,9.334889
38.50,2588.288,913.30,-70.80952,74.12, -,9.334889
38.55,2579.381,913.60,-70.7619,74.12, -,9.334889
38.60,2573.444,913.80,-76.42857,74.12, -,9.334889
38.65,2567.508,914.00,-93.42857,74.12, -,9.334889
38.70,2564.542,914.10,-99.09524,74.12, -,9.334889
38.75,2561.573,914.20,-93.38095,74.12, -,9.334889
38.80,2561.573,914.20,-93.38095,74.12, -,9.334889
38.85,2561.573,914.20,-93.38095,74.12, -,9.334889
38.90,2558.607,914.30,-90.52381,74.12, -,9.334889
38.95,2549.708,914.60,-90.47619,74.12, -,9.334889
39.00,2534.882,915.10,-101.8095,74.12, -,9.334889
39.05,2525.987,915.40,-104.619,74.12, -,9.334889
39.10,2514.135,915.80,-104.5714,74.12, -,9.334889
39.15,2505.248,916.10,-101.7143,74.12, -,9.334889
39.20,2511.171,915.90,-90.42857,74.12, -,9.334889
39.25,2517.097,915.70,-79.09524,74.12, -,9.334889
39.30,2520.062,915.60,-79.09524,74.12, -,9.334889
39.35,2520.062,915.60,-76.28571,74.12, -,9.334889
39.40,2511.171,915.90,-79.09524,74.12, -,9.334889
39.45,2514.135,915.80,-76.28571,74.12, -,9.334889
39.50,2511.171,915.90,-76.28571,74.12, -,9.354337
39.55,2502.285,916.20,-81.95238,74.12, -,9.354337
39.60,2499.324,916.30,-76.28571,74.12, -,9.354337
39.65,2502.285,916.20,-67.80952,74.12, -,9.354337
39.70,2511.171,915.90,-53.66667,74.12, -,9.354337
39.75,2508.209,916.00,-53.66667,74.12, -,9.354337
39.80,2514.135,915.80,-45.19048,74.12, -,9.354337
39.85,2514.135,915.80,-45.19048,74.12, -,9.354337
39.90,2487.479,916.70,-70.57143,74.12, -,9.354337
39.95,2454.93,917.80,-98.7619,74.12, -,9.354337
40.00,2434.233,918.50,-110,74.12, -,9.354337
40.05,2425.367,918.80,-104.2857,74.12, -,9.354337
40.10,2425.367,918.80,-95.80952,74.12, -,9.354337
40.15,2425.367,918.80,-84.52381,74.12, -,9.354337
40.20,2419.457,919.00,-81.66666,74.12, -,9.354337
40.25,2407.641,919.40,-98.52381,74.12, -,9.354337
40.30,2404.688,919.50,-107,74.12, -,9.354337
40.35,2401.736,919.60,-112.619,74.12, -,9.354337
40.40,2398.782,919.70,-115.4286,74.12, -,9.354337
40.45,2395.83,919.80,-109.7619,74.12, -,9.354337
40.50,2386.974,920.10,-121,74.12, -,9.354337
40.55,2381.071,920.30,-123.8095,74.12, -,9.334889
40.60,2372.219,920.60,-123.7619,74.12, -,9.334889
40.65,2366.319,920.80,-126.5714,74.12, -,9.334889
40.70,2363.368,920.90,-132.1905,74.12, -,9.334889
40.75,2369.268,920.70,-135.0476,74.12, -,9.334889
40.80,2378.119,920.40,-123.8095,74.12, -,9.334889
40.85,2389.925,920.00,-118.2381,74.12, -,9.334889
40.90,2398.782,919.70,-109.8095,74.12, -,9.334889
40.95,2392.877,919.90,-90.04762,74.12, -,9.334889
41.00,2395.83,919.80,-56.23809,74.12, -,9.334889
41.05,2392.877,919.90,-39.33333,74.12, -,9.334889
41.10,2398.782,919.70,-25.28572,74.12, -,9.334889
41.15,2407.641,919.40,-16.85714,74.12, -,9.334889
41.20,2392.877,919.90,-30.90476,74.12, -,9.334889
41.25,2375.169,920.50,-42.14286,74.12, -,9.334889
41.30,2375.169,920.50,-30.90476,74.12, -,9.334889
41.35,2369.268,920.70,-33.71429,74.12, -,9.334889
41.40,2354.521,921.20,-44.95238,74.12, -,9.334889
41.45,2339.78,921.70,-56.19048,74.12, -,9.334889
41.50,2319.154,922.40,-73.04762,73.94, -,9.334889
41.55,2307.374,922.80,-75.85714,73.94, -,9.334889
41.60,2301.485,923.00,-75.85714,73.94, -,9.334889
41.65,2292.655,923.30,-75.85714,73.94, -,9.334889
41.70,2298.542,923.10,-64.61905,73.94, -,9.334889
41.75,2298.542,923.10,-61.80952,73.94, -,9.334889
41.80,2301.485,923.00,-64.61905,73.94, -,9.334889
41.85,2301.485,923.00,-73.04762,73.94, -,9.334889
41.90,2292.655,923.30,-92.71429,73.94, -,9.334889
41.95,2283.826,923.60,-109.5714,73.94, -,9.334889
42.00,2272.057,924.00,-115.1429,73.94, -,9.334889
42.05,2263.234,924.30,-126.3333,73.94, -,9.334889
42.10,2251.472,924.70,-134.7143,73.94, -,9.334889
42.15,2248.533,924.80,-143.1429,73.94, -,9.334889
42.20,2251.472,924.70,-148.7619,73.94, -,9.334889
42.25,2254.413,924.60,-131.9048,73.94, -,9.334889
42.30,2257.353,924.50,-112.2381,73.94, -,9.334889
42.35,2257.353,924.50,-112.2381,73.94, -,9.334889
42.40,2254.413,924.60,-109.4286,73.94, -,9.334889
42.45,2251.472,924.70,-98.19048,73.94, -,9.334889
42.50,2245.593,924.90,-89.7619,73.94, -,9.334889
42.55,2236.777,925.20,-78.47619,73.94, -,9.354337
42.60,2222.088,925.70,-81.2381,73.94, -,9.354337
42.65,2204.47,926.30,-92.38095,73.94, -,9.354337
42.70,2195.665,926.60,-92.33334,73.94, -,9.354337
42.75,2192.729,926.70,-100.7619,73.94, -,9.354337
42.80,2198.599,926.50,-95.19048,73.94, -,9.354337
42.85,2207.405,926.20,-89.61905,73.94, -,9.354337
42.90,2213.278,926.00,-84.04762,73.94, -,9.354337
42.95,2225.026,925.60,-64.42857,73.94, -,9.354337
43.00,2233.839,925.30,-47.61905,73.94, -,9.354337
43.05,2230.9,925.40,-39.23809,73.94, -,9.354337
43.10,2216.213,925.90,-44.85714,73.94, -,9.354337
43.15,2213.278,926.00,-36.47619,73.94, -,9.354337
43.20,2207.405,926.20,-39.23809,73.94, -,9.354337
43.25,2201.533,926.40,-47.61905,73.94, -,9.354337
43.30,2186.86,926.90,-64.38095,73.94, -,9.354337
43.35,2178.059,927.20,-75.57143,73.94, -,9.354337
43.40,2163.396,927.70,-89.52381,73.94, -,9.354337
43.45,2151.671,928.10,-97.90476,73.94, -,9.354337
43.50,2142.877,928.40,-103.4762,73.94, -,9.334889
43.55,2137.019,928.60,-103.4286,73.94, -,9.334889
43.60,2131.159,928.80,-100.619,73.94, -,9.334889
43.65,2122.373,929.10,-95,73.94, -,9.334889
43.70,2119.444,929.20,-81.04762,73.94, -,9.334889
43.75,2122.373,929.10,-69.85714,73.94, -,9.334889
43.80,2122.373,929.10,-67.04762,73.94, -,9.334889
43.85,2119.444,929.20,-75.42857,73.94, -,9.334889
43.90,2119.444,929.20,-83.80952,73.94, -,9.334889
43.95,2113.588,929.40,-94.95238,73.94, -,9.334889
44.00,2107.734,929.60,-111.7143,73.94, -,9.334889
44.05,2113.588,929.40,-114.5238,73.94, -,9.334889
44.10,2104.806,929.70,-120.0952,73.94, -,9.334889
44.15,2101.88,929.80,-108.9048,73.94, -,9.334889
44.20,2096.027,930.00,-111.6667,73.94, -,9.334889
44.25,2090.175,930.20,-111.6667,73.94, -,9.334889
44.30,2084.323,930.40,-111.6667,73.94, -,9.334889
44.35,2078.475,930.60,-103.2857,73.94, -,9.334889
44.40,2063.855,931.10,-108.8095,73.94, -,9.334889
44.45,2060.931,931.20,-97.61905,73.94, -,9.334889
44.50,2058.009,931.30,-89.19048,73.94, -,9.334889
44.55,2058.009,931.30,-80.80952,73.76, -,9.354337
44.60,2046.318,931.70,-86.38095,73.76, -,9.354337
44.65,2040.475,931.90,-86.38095,73.76, -,9.354337
44.70,2043.397,931.80,-75.2381,73.76, -,9.354337
44.75,2043.397,931.80,-72.42857,73.76, -,9.354337
44.80,2043.397,931.80,-75.2381,73.76, -,9.354337
44.85,2040.475,931.90,-78,73.76, -,9.354337
44.90,2031.712,932.20,-83.52381,73.76, -,9.354337
44.95,2020.033,932.60,-94.66666,73.76, -,9.354337
45.00,2008.356,933.00,-100.2381,73.76, -,9.354337
45.05,2005.439,933.10,-97.42857,73.76, -,9.354337
45.10,2002.519,933.20,-105.7619,73.76, -,9.354337
45.15,2002.519,933.20,-97.38095,73.76, -,9.354337
45.20,2008.356,933.00,-89,73.76, -,9.354337
45.25,2014.194,932.80,-77.85714,73.76, -,9.354337
45.30,2025.871,932.40,-61.14286,73.76, -,9.354337
45.35,2031.712,932.20,-50,73.76, -,9.354337
45.40,2020.033,932.60,-55.57143,73.76, -,9.354337
45.45,1996.683,933.40,-63.90476,73.76, -,9.354337
45.50,1979.184,934.00,-77.80952,73.76, -,9.354337
45.55,1964.607,934.50,-88.95238,73.76, -,9.354337
45.60,1964.607,934.50,-88.95238,73.76, -,9.354337
45.65,1961.693,934.60,-80.57143,73.76, -,9.354337
45.70,1944.209,935.20,-91.66666,73.76, -,9.354337
45.75,1932.56,935.60,-105.5238,73.76, -,9.354337
45.80,1932.56,935.60,-105.5238,73.76, -,9.354337
45.85,1935.472,935.50,-102.7619,73.76, -,9.354337
45.90,1935.472,935.50,-100,73.76, -,9.354337
45.95,1938.383,935.40,-88.90476,73.76, -,9.354337
46.00,1944.209,935.20,-72.19048,73.76, -,9.354337
46.05,1941.297,935.30,-63.80952,73.76, -,9.354337
46.10,1938.383,935.40,-63.80952,73.76, -,9.354337
46.15,1935.472,935.50,-63.80952,73.76, -,9.354337
46.20,1918.004,936.10,-80.42857,73.76, -,9.354337
46.25,1909.271,936.40,-94.33334,73.76, -,9.354337
46.30,1897.635,936.80,-111,73.76, -,9.354337
46.35,1888.909,937.10,-130.4762,73.76, -,9.354337
46.40,1891.817,937.00,-133.2857,73.76, -,9.354337
46.45,1888.909,937.10,-124.9048,73.76, -,9.354337
46.50,1886,937.20,-105.4286,73.76, -,9.354337
46.55,1868.557,937.80,-105.381,73.94, -,9.334889
46.60,1859.84,938.10,-99.7619,73.94, -,9.334889
46.65,1851.122,938.40,-108.0476,73.94, -,9.334889
46.70,1851.122,938.40,-105.2857,73.94, -,9.334889
46.75,1856.933,938.20,-83.09524,73.94, -,9.334889
46.80,1865.65,937.90,-63.71429,73.94, -,9.334889
46.85,1859.84,938.10,-69.2381,73.94, -,9.334889
46.90,1859.84,938.10,-72,73.94, -,9.334889
46.95,1865.65,937.90,-66.47619,73.94, -,9.334889
47.00,1854.028,938.30,-80.28571,73.94, -,9.334889
47.05,1839.506,938.80,-99.66666,73.94, -,9.334889
47.10,1822.086,939.40,-113.4762,73.94, -,9.334889
47.15,1819.184,939.50,-113.4762,73.94, -,9.334889
47.20,1813.38,939.70,-116.2381,73.94, -,9.334889
47.25,1816.283,939.60,-96.85714,73.94, -,9.334889
47.30,1810.479,939.80,-94.04762,73.94, -,9.334889
47.35,1804.676,940.00,-88.47619,73.94, -,9.334889
47.40,1798.874,940.20,-85.66666,73.94, -,9.334889
